Date,Name,FPTS,PTS,3P,AST,TRB,STL,BLK,TOV,DD,TD
20171020,Thabo Sefolosha,17.25,7.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
20171020,Joe Johnson,7.75,13.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0
20171020,Jonas Jerebko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Royce O'Neale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Rudy Gobert,34.25,18.0,0.0,1.0,10.0,0.0,1.0,6.0,1.0,0.0
20171020,Derrick Favors,25.5,14.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0
20171020,Ekpe Udoh,14.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0
20171020,John Wall,48.75,28.0,0.0,8.0,5.0,0.0,2.0,2.0,0.0,0.0
20171020,Bradley Beal,41.5,25.0,1.0,4.0,6.0,3.0,1.0,2.0,0.0,0.0
20171020,Jodie Meeks,12.75,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20171020,Tim Frazier,9.75,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
20171020,Tomas Satoransky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Otto Porter,54.25,10.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0
20171020,Kelly Oubre,16.25,14.0,3.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0
20171020,Mike Scott,11.5,7.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
20171020,Carrick Felix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Marcin Gortat,24.75,16.0,0.0,1.0,17.0,0.0,3.0,1.0,1.0,0.0
20171020,Ian Mahinmi,13.75,6.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0
20171020,Chris McCullough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171021,Jerian Grant,25.5,7.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0
20171021,David Nwaba,15.75,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
