Name,Pos,Date,Salary,Starter,Team,FPTS,Value,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,DD,TD,USG_perc,DRtg,ORtg,AST_perc,DRB_perc,ORB_perc,BLK_perc,TOV_perc,STL_perc,eFG_perc
Kevon Looney,PF/C,20181124,3700.0,0,GSW,18.0,4.864864864864865,1,GSW,117,SAC,116,13.32,3,3,1.0,0,0,0.0,1,2,0.5,2,2,4,3,1,0,1,4,7,0,0,15.3,110.0,155.0,35.8,13.1,15.7,0.0,20.5,3.5,1.0
James Harden,PG/SG,20181124,11100.0,1,HOU,66.0,5.9459459459459465,0,CLE,117,HOU,108,43.63,14,30,0.467,5,12,0.417,7,12,0.583,1,3,4,13,1,0,9,3,40,1,0,47.6,129.0,109.0,66.2,7.7,3.0,0.0,20.3,1.2,0.55
Michael Carter-Williams,PG,20181124,3100.0,0,HOU,5.5,1.7741935483870968,0,CLE,117,HOU,108,4.37,2,2,1.0,1,1,1.0,0,1,0.0,0,0,0,0,0,0,0,2,5,0,0,26.2,133.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Chris Paul,PG,20181124,7700.0,0,HOU,0.0,0.0,0,CLE,117,HOU,108,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,SG/SF,20181124,4500.0,1,HOU,38.5,8.555555555555555,0,CLE,117,HOU,108,38.72,8,16,0.5,5,11,0.455,7,9,0.778,0,2,2,0,3,0,1,0,28,0,0,25.4,124.0,136.0,0.0,5.8,0.0,0.0,4.8,4.0,0.6559999999999999
P.J. Tucker,SF/PF,20181124,4100.0,1,HOU,17.75,4.329268292682928,0,CLE,117,HOU,108,41.82,3,7,0.429,1,4,0.25,0,0,0.0,2,7,9,0,0,0,2,5,7,0,0,10.1,126.0,89.0,0.0,18.7,6.2,0.0,22.2,0.0,0.5
Gerald Green,SG/SF,20181124,3400.0,0,HOU,10.25,3.014705882352941,0,CLE,117,HOU,108,16.82,2,5,0.4,1,4,0.25,1,2,0.5,0,3,3,0,0,0,0,3,6,0,0,16.4,125.0,106.0,0.0,19.9,0.0,0.0,0.0,0.0,0.5
Gary Clark,SF,20181124,3500.0,0,HOU,9.5,2.7142857142857144,0,CLE,117,HOU,108,21.78,2,4,0.5,1,3,0.333,0,0,0.0,0,2,2,1,0,0,0,0,5,0,0,8.6,130.0,136.0,6.8,10.2,0.0,0.0,0.0,0.0,0.625
James Ennis,SG/SF,20181124,3900.0,1,HOU,9.25,2.371794871794872,0,CLE,117,HOU,108,30.07,2,6,0.333,1,4,0.25,0,0,0.0,0,1,1,1,1,0,2,4,5,0,0,12.5,129.0,70.0,4.7,3.7,0.0,0.0,25.0,1.7,0.41700000000000004
Isaiah Hartenstein,PF,20181124,3300.0,0,HOU,0.0,0.0,0,CLE,117,HOU,108,2.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Capela,C,20181124,7500.0,1,HOU,37.5,5.0,0,CLE,117,HOU,108,39.95,4,4,1.0,0,0,0.0,4,4,1.0,5,5,10,3,0,4,2,1,12,1,0,9.1,126.0,174.0,11.2,14.0,16.2,7.1,25.8,0.0,1.0
Marquese Chriss,PF/C,20181124,3000.0,0,HOU,0.0,0.0,0,CLE,117,HOU,108,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bledsoe,PG/SG,20181124,6900.0,1,MIL,45.0,6.521739130434782,1,MIL,135,SAS,129,34.83,8,15,0.5329999999999999,1,7,0.14300000000000002,3,4,0.75,1,3,4,10,2,0,2,2,20,1,0,23.1,123.0,130.0,36.3,9.4,3.8,0.0,10.7,2.7,0.5670000000000001
Malcolm Brogdon,PG/SG,20181124,5000.0,1,MIL,32.25,6.45,1,MIL,135,SAS,129,34.53,10,15,0.667,3,5,0.6,0,0,0.0,1,2,3,3,0,0,1,3,23,0,0,19.9,129.0,144.0,11.9,6.3,3.9,0.0,6.3,0.0,0.767
Sterling Brown,SG,20181124,3000.0,0,MIL,19.5,6.5,1,MIL,135,SAS,129,16.0,4,6,0.667,3,4,0.75,0,0,0.0,0,2,2,2,1,0,1,2,11,0,0,18.8,122.0,147.0,16.2,13.6,0.0,0.0,14.3,2.9,0.917
Matthew Dellavedova,PG/SG,20181124,3000.0,0,MIL,11.25,3.75,1,MIL,135,SAS,129,10.22,2,2,1.0,1,1,1.0,0,0,0.0,0,1,1,3,0,0,0,2,5,0,0,8.4,128.0,242.0,35.6,10.7,0.0,0.0,0.0,0.0,1.25
Jaylen Morris,SG,20181124,3000.0,0,MIL,0.0,0.0,1,MIL,135,SAS,129,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannis Antetokounmpo,SF/PF,20181124,11200.0,1,MIL,74.5,6.651785714285714,1,MIL,135,SAS,129,38.82,9,16,0.563,0,3,0.0,16,20,0.8,2,16,18,8,2,1,3,3,34,1,0,30.8,116.0,140.0,26.1,45.0,6.9,1.7,10.8,2.4,0.563
Khris Middleton,SG/SF,20181124,7100.0,1,MIL,31.5,4.436619718309859,1,MIL,135,SAS,129,34.83,8,14,0.5710000000000001,4,9,0.444,1,2,0.5,0,4,4,2,1,0,3,1,21,0,0,22.0,126.0,112.0,7.3,12.5,0.0,0.0,16.8,1.3,0.7140000000000001
Pat Connaughton,SG/SF,20181124,3500.0,0,MIL,9.25,2.642857142857143,1,MIL,135,SAS,129,16.12,2,6,0.333,0,4,0.0,0,0,0.0,1,2,3,0,0,1,1,3,4,0,0,18.7,124.0,69.0,0.0,13.5,8.3,4.2,14.3,0.0,0.33299999999999996
Tony Snell,SG/SF,20181124,3100.0,0,MIL,3.5,1.129032258064516,1,MIL,135,SAS,129,8.6,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,10.0,131.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
Brook Lopez,C,20181124,5100.0,1,MIL,14.5,2.843137254901961,1,MIL,135,SAS,129,29.23,3,4,0.75,1,2,0.5,2,3,0.667,0,2,2,1,0,1,2,4,9,0,0,10.8,127.0,117.0,3.7,7.5,0.0,2.3,27.3,0.0,0.875
Thon Maker,PF/C,20181124,3000.0,0,MIL,14.0,4.666666666666667,1,MIL,135,SAS,129,16.82,2,6,0.333,1,4,0.25,0,0,0.0,1,3,4,1,1,0,0,2,5,0,0,15.3,121.0,103.0,6.6,19.5,7.9,0.0,0.0,2.7,0.41700000000000004
Ersan Ilyasova,PF/C,20181124,3400.0,0,MIL,0.0,0.0,1,MIL,135,SAS,129,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Wood,C,20181124,3000.0,0,MIL,0.0,0.0,1,MIL,135,SAS,129,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Rose,PG/SG,20181124,6500.0,0,MIN,33.0,5.076923076923077,1,MIN,111,CHI,96,31.13,9,13,0.6920000000000001,2,4,0.5,2,2,1.0,0,2,2,4,0,1,1,1,22,0,0,18.2,101.0,158.0,21.9,7.0,0.0,3.2,6.7,0.0,0.769
Jeff Teague,PG,20181124,6000.0,1,MIN,31.0,5.166666666666667,1,MIN,111,CHI,96,28.33,7,10,0.7,3,5,0.6,1,1,1.0,1,3,4,5,0,0,2,2,18,0,0,16.7,103.0,152.0,28.1,11.6,3.1,0.0,16.1,0.0,0.85
Tyus Jones,PG,20181124,3400.0,0,MIN,19.5,5.735294117647059,1,MIN,111,CHI,96,19.67,1,2,0.5,0,0,0.0,3,4,0.75,0,6,6,2,2,0,0,1,5,0,0,7.3,88.0,160.0,12.3,33.3,0.0,0.0,0.0,4.9,0.5
Josh Okogie,SG,20181124,3400.0,0,MIN,0.0,0.0,1,MIN,111,CHI,96,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Saric,PF,20181124,4600.0,0,MIN,39.0,8.478260869565219,1,MIN,111,CHI,96,24.6,8,15,0.5329999999999999,1,5,0.2,2,2,1.0,9,5,14,0,1,0,3,4,19,1,0,29.2,96.0,118.0,0.0,22.2,31.9,0.0,15.9,2.0,0.5670000000000001
Robert Covington,SF/PF,20181124,5700.0,1,MIN,24.5,4.298245614035087,1,MIN,111,CHI,96,35.35,1,18,0.056,0,10,0.0,2,2,1.0,1,5,6,1,3,3,1,6,4,0,0,21.4,86.0,35.0,3.3,15.4,2.5,8.5,5.0,4.1,0.055999999999999994
Taj Gibson,PF,20181124,4200.0,1,MIN,12.5,2.9761904761904763,1,MIN,111,CHI,96,23.4,2,5,0.4,0,0,0.0,2,2,1.0,1,1,2,2,1,0,2,2,6,0,0,12.8,99.0,95.0,10.8,4.7,3.7,0.0,25.4,2.1,0.4
Andrew Wiggins,SG/SF,20181124,6400.0,1,MIN,2.25,0.3515625,1,MIN,111,CHI,96,28.52,0,12,0.0,0,4,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0,0,17.4,104.0,6.0,4.0,3.8,0.0,0.0,7.7,0.0,0.0
Anthony Tolliver,SF/PF,20181124,3000.0,0,MIN,0.0,0.0,1,MIN,111,CHI,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Nunnally,SG/SF,20181124,3000.0,0,MIN,0.0,0.0,1,MIN,111,CHI,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luol Deng,SF/PF,20181124,3000.0,0,MIN,0.0,0.0,1,MIN,111,CHI,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl-Anthony Towns,C,20181124,9100.0,1,MIN,73.25,8.04945054945055,1,MIN,111,CHI,96,37.33,13,23,0.565,1,5,0.2,8,10,0.8,9,14,23,6,0,0,3,6,35,1,0,31.0,96.0,136.0,30.5,40.9,21.0,0.0,9.9,0.0,0.5870000000000001
Gorgui Dieng,PF/C,20181124,3200.0,0,MIN,6.75,2.109375,1,MIN,111,CHI,96,10.67,1,5,0.2,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,1,2,0,0,17.8,96.0,63.0,12.0,10.2,0.0,9.4,0.0,0.0,0.2
Jrue Holiday,PG/SG,20181124,8600.0,1,NOP,38.25,4.4476744186046515,0,WAS,124,NOP,114,36.03,7,18,0.389,1,4,0.25,1,2,0.5,1,4,5,9,1,1,4,4,16,0,0,26.4,115.0,89.0,35.6,13.0,2.8,2.2,17.5,1.2,0.41700000000000004
Frank Jackson,PG,20181124,3000.0,0,NOP,7.25,2.4166666666666665,0,WAS,124,NOP,114,20.72,2,9,0.222,0,3,0.0,1,2,0.5,0,1,1,1,0,0,1,1,5,0,0,21.9,121.0,53.0,6.0,5.7,0.0,0.0,9.2,0.0,0.222
Ian Clark,PG/SG,20181124,3100.0,0,NOP,3.75,1.2096774193548387,0,WAS,124,NOP,114,9.0,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,1,0,0,2,1,2,0,0,23.1,120.0,48.0,14.2,13.0,0.0,0.0,40.0,0.0,0.33299999999999996
Tim Frazier,PG/SG,20181124,3000.0,0,NOP,0.0,0.0,0,WAS,124,NOP,114,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Mirotic,SF/PF,20181124,6800.0,1,NOP,40.75,5.99264705882353,0,WAS,124,NOP,114,40.2,7,12,0.583,5,9,0.556,5,5,1.0,1,8,9,1,1,0,1,1,24,0,0,15.7,118.0,156.0,3.4,23.3,2.5,0.0,6.6,1.1,0.792
E'Twaun Moore,SG/SF,20181124,5300.0,1,NOP,38.75,7.311320754716982,0,WAS,124,NOP,114,34.63,8,14,0.5710000000000001,1,3,0.333,2,2,1.0,2,3,5,2,6,0,4,4,19,0,0,22.7,104.0,104.0,8.7,10.1,5.9,0.0,21.2,7.7,0.607
Darius Miller,SF/PF,20181124,3100.0,0,NOP,15.0,4.838709677419355,0,WAS,124,NOP,114,30.68,4,8,0.5,2,6,0.333,0,0,0.0,0,2,2,0,1,0,1,3,10,0,0,12.2,118.0,103.0,0.0,7.6,0.0,0.0,11.1,1.5,0.625
Cheick Diallo,PF,20181124,3100.0,0,NOP,14.0,4.516129032258064,0,WAS,124,NOP,114,17.18,3,6,0.5,0,0,0.0,0,0,0.0,0,2,2,1,0,2,0,0,6,0,0,14.5,112.0,105.0,8.1,13.6,0.0,9.2,0.0,0.0,0.5
Wesley Johnson,SF/PF,20181124,3300.0,1,NOP,8.25,2.5,0,WAS,124,NOP,114,12.93,1,4,0.25,1,2,0.5,0,0,0.0,1,2,3,1,0,0,1,3,3,0,0,16.1,119.0,79.0,9.4,18.1,7.9,0.0,20.0,0.0,0.375
Solomon Hill,SF/PF,20181124,3000.0,0,NOP,0.0,0.0,0,WAS,124,NOP,114,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Randle,PF/C,20181124,7300.0,1,NOP,61.25,8.39041095890411,0,WAS,124,NOP,114,38.62,10,16,0.625,1,3,0.333,8,10,0.8,2,13,15,7,1,0,2,4,29,1,0,24.2,116.0,141.0,28.5,39.4,5.3,0.0,8.9,1.2,0.6559999999999999
Jahlil Okafor,C,20181124,3000.0,0,NOP,0.0,0.0,0,WAS,124,NOP,114,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Westbrook,PG,20181124,10700.0,1,OKC,51.5,4.813084112149533,1,DEN,105,OKC,98,39.48,6,23,0.261,1,12,0.083,3,7,0.429,3,7,10,12,1,0,4,5,16,1,1,29.7,106.0,80.0,49.1,17.0,6.3,0.0,13.3,1.2,0.28300000000000003
Dennis Schroder,PG/SG,20181124,6000.0,0,OKC,25.5,4.25,1,DEN,105,OKC,98,29.5,5,14,0.35700000000000004,2,7,0.28600000000000003,6,6,1.0,0,2,2,2,1,0,2,0,18,0,0,24.6,110.0,110.0,11.3,6.5,0.0,0.0,10.7,1.6,0.429
Deonte Burton,SG,20181124,3000.0,0,OKC,12.5,4.166666666666667,1,DEN,105,OKC,98,13.98,4,6,0.667,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,2,8,0,0,16.7,103.0,133.0,0.0,13.7,0.0,0.0,0.0,3.4,0.667
Raymond Felton,PG/SG,20181124,3100.0,0,OKC,0.0,0.0,1,DEN,105,OKC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul George,SF/PF,20181124,8300.0,1,OKC,54.75,6.596385542168674,1,DEN,105,OKC,98,39.93,8,21,0.381,3,6,0.5,5,7,0.7140000000000001,4,7,11,3,2,3,1,5,24,1,0,24.5,101.0,114.0,13.2,16.8,8.3,5.5,4.0,2.4,0.452
Jerami Grant,SF/PF,20181124,4400.0,1,OKC,21.5,4.886363636363636,1,DEN,105,OKC,98,31.35,5,11,0.455,2,5,0.4,1,2,0.5,0,2,2,2,0,1,0,5,13,0,0,14.8,112.0,123.0,10.4,6.1,0.0,2.4,0.0,0.0,0.545
Alex Abrines,SG/SF,20181124,3000.0,0,OKC,2.75,0.9166666666666666,1,DEN,105,OKC,98,7.8,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,0,0,10.0,111.0,28.0,16.6,12.3,0.0,0.0,0.0,0.0,0.0
Abdel Nader,PF,20181124,3000.0,0,OKC,0.0,0.0,1,DEN,105,OKC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Adams,C,20181124,6600.0,1,OKC,32.0,4.848484848484849,1,DEN,105,OKC,98,37.32,6,15,0.4,0,0,0.0,0,1,0.0,7,7,14,0,1,0,2,3,12,1,0,18.2,106.0,87.0,0.0,18.0,15.5,0.0,11.5,1.3,0.4
Nerlens Noel,C,20181124,3400.0,0,OKC,13.75,4.044117647058823,1,DEN,105,OKC,98,10.68,2,2,1.0,0,0,0.0,0,0,0.0,3,2,5,1,1,0,0,2,4,0,0,7.3,99.0,207.0,16.0,18.0,23.2,0.0,0.0,4.5,1.0
Patrick Patterson,PF/C,20181124,3000.0,0,OKC,4.5,1.5,1,DEN,105,OKC,98,9.0,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,13.0,100.0,20.0,0.0,10.7,9.2,0.0,0.0,5.3,0.0
De'Aaron Fox,PG,20181124,7000.0,1,SAC,25.5,3.642857142857143,0,GSW,117,SAC,116,33.82,3,14,0.214,0,3,0.0,3,4,0.75,0,2,2,9,0,1,3,1,9,0,0,22.6,120.0,74.0,33.8,6.2,0.0,2.6,16.0,0.0,0.214
Troy Williams,SG,20181124,3000.0,0,SAC,3.25,1.0833333333333333,0,GSW,117,SAC,116,7.65,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,0,0,16.0,119.0,70.0,0.0,13.6,0.0,0.0,0.0,0.0,0.33299999999999996
Yogi Ferrell,PG/SG,20181124,3000.0,0,SAC,0.0,0.0,0,GSW,117,SAC,116,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Bagley,PF,20181124,4500.0,0,SAC,45.75,10.166666666666666,0,GSW,117,SAC,116,33.78,7,15,0.467,0,0,0.0,6,8,0.75,7,10,17,2,0,0,0,1,20,1,0,22.3,114.0,131.0,8.9,30.9,18.1,0.0,0.0,0.0,0.467
Buddy Hield,SG/SF,20181124,5500.0,1,SAC,44.25,8.045454545454545,0,GSW,117,SAC,116,33.17,12,21,0.5710000000000001,4,6,0.667,0,1,0.0,2,5,7,3,0,1,2,3,28,0,0,28.8,117.0,118.0,17.6,15.7,5.3,2.7,8.5,0.0,0.667
Justin Jackson,SF,20181124,3200.0,0,SAC,24.0,7.5,0,GSW,117,SAC,116,20.05,4,8,0.5,1,3,0.333,3,3,1.0,2,2,4,3,1,0,0,1,12,0,0,18.9,115.0,148.0,22.2,10.4,8.7,0.0,0.0,2.4,0.563
Iman Shumpert,SG/SF,20181124,3600.0,1,SAC,22.5,6.25,0,GSW,117,SAC,116,27.33,4,7,0.5710000000000001,4,6,0.667,2,2,1.0,0,4,4,0,1,0,1,3,14,0,0,13.2,115.0,143.0,0.0,15.3,0.0,0.0,11.3,1.7,0.857
Harry Giles,PF,20181124,3000.0,0,SAC,18.5,6.166666666666667,0,GSW,117,SAC,116,10.97,4,5,0.8,0,0,0.0,2,3,0.667,0,2,2,4,0,0,0,2,10,0,0,23.5,118.0,171.0,71.5,19.0,0.0,0.0,0.0,0.0,0.8
Bogdan Bogdanovic,SG/SF,20181124,4000.0,0,SAC,18.5,4.625,0,GSW,117,SAC,116,27.6,3,9,0.333,2,6,0.333,2,2,1.0,0,2,2,2,1,0,0,5,10,0,0,14.6,117.0,113.0,9.5,7.6,0.0,0.0,0.0,1.7,0.444
Nemanja Bjelica,SF/PF,20181124,4200.0,1,SAC,12.5,2.9761904761904763,0,GSW,117,SAC,116,18.97,0,3,0.0,0,2,0.0,1,2,0.5,0,4,4,2,1,1,1,1,1,0,0,10.5,108.0,44.0,12.1,22.0,0.0,4.7,20.5,2.5,0.0
Ben McLemore,SG/SF,20181124,3000.0,0,SAC,0.0,0.0,0,GSW,117,SAC,116,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willie Cauley-Stein,C,20181124,5800.0,1,SAC,16.5,2.844827586206897,0,GSW,117,SAC,116,19.88,3,9,0.333,0,0,0.0,0,2,0.0,2,2,4,1,1,1,0,4,6,0,0,20.3,112.0,79.0,6.9,10.5,8.8,4.5,0.0,2.4,0.33299999999999996
Bryn Forbes,PG/SG,20181124,3900.0,1,SAS,24.0,6.153846153846154,0,MIL,135,SAS,129,30.52,8,11,0.727,2,2,1.0,0,0,0.0,0,2,2,1,1,0,2,4,18,0,0,17.9,132.0,128.0,4.3,8.7,0.0,0.0,15.4,1.5,0.818
Patty Mills,PG/SG,20181124,3500.0,0,SAS,18.0,5.142857142857143,0,MIL,135,SAS,129,22.8,2,3,0.667,0,1,0.0,5,7,0.7140000000000001,0,2,2,3,0,1,0,2,9,0,0,11.2,132.0,166.0,14.1,11.7,0.0,4.6,0.0,0.0,0.667
Derrick White,PG,20181124,3700.0,0,SAS,6.25,1.689189189189189,0,MIL,135,SAS,129,5.37,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,0,0,23.5,133.0,100.0,44.7,24.8,0.0,0.0,0.0,0.0,0.33299999999999996
DeMar DeRozan,SG/SF,20181124,8000.0,1,SAS,52.0,6.5,0,MIL,135,SAS,129,34.92,13,26,0.5,1,2,0.5,7,10,0.7,2,2,4,7,1,0,0,0,34,0,0,36.6,133.0,128.0,30.9,7.6,6.2,0.0,0.0,1.3,0.519
Rudy Gay,SF/PF,20181124,5900.0,1,SAS,25.0,4.23728813559322,0,MIL,135,SAS,129,30.6,5,9,0.556,0,1,0.0,0,1,0.0,1,3,4,4,2,1,4,5,10,0,0,18.4,125.0,87.0,15.2,13.1,3.6,3.4,29.8,3.0,0.556
Dante Cunningham,SF/PF,20181124,3700.0,1,SAS,23.5,6.351351351351351,0,MIL,135,SAS,129,30.7,2,4,0.5,1,3,0.333,0,0,0.0,2,8,10,1,2,0,0,5,5,0,0,5.5,125.0,149.0,3.4,34.7,7.1,0.0,0.0,3.0,0.625
Marco Belinelli,SG/SF,20181124,3600.0,0,SAS,20.0,5.555555555555555,0,MIL,135,SAS,129,17.13,4,9,0.444,2,5,0.4,2,2,1.0,0,2,2,3,0,0,0,1,12,0,0,24.2,135.0,135.0,22.2,15.6,0.0,0.0,0.0,0.0,0.556
Quincy Pondexter,SF,20181124,3000.0,0,SAS,0.0,0.0,0,MIL,135,SAS,129,0.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chimezie Metu,PF,20181124,3000.0,0,SAS,0.0,0.0,0,MIL,135,SAS,129,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,PF/C,20181124,3200.0,0,SAS,30.0,9.375,0,MIL,135,SAS,129,23.22,6,11,0.545,4,7,0.5710000000000001,1,1,1.0,0,6,6,1,1,0,0,2,17,0,0,20.7,128.0,147.0,5.6,34.5,0.0,0.0,0.0,2.0,0.727
LaMarcus Aldridge,PF/C,20181124,7600.0,1,SAS,23.75,3.125,0,MIL,135,SAS,129,30.58,6,12,0.5,0,0,0.0,3,4,0.75,0,3,3,3,1,0,3,0,15,0,0,23.0,132.0,97.0,11.9,13.1,0.0,0.0,17.9,1.5,0.5
Jakob Poeltl,C,20181124,3100.0,0,SAS,17.75,5.725806451612903,0,MIL,135,SAS,129,14.05,2,4,0.5,0,0,0.0,3,3,1.0,4,1,5,2,0,1,1,1,7,0,0,18.9,130.0,145.0,16.2,9.5,31.1,7.4,15.8,0.0,0.5
Bradley Beal,SG,20181124,7400.0,1,WAS,45.0,6.081081081081081,1,WAS,124,NOP,114,44.5,7,15,0.467,1,4,0.25,3,7,0.429,1,5,6,8,1,3,2,3,18,0,0,19.0,108.0,107.0,19.9,11.5,2.6,5.5,10.0,1.0,0.5
John Wall,PG,20181124,8500.0,1,WAS,42.75,5.029411764705882,1,WAS,124,NOP,114,34.47,8,16,0.5,1,4,0.25,5,10,0.5,0,7,7,8,1,0,5,1,22,0,0,31.0,110.0,98.0,28.0,20.7,0.0,0.0,19.7,1.3,0.531
Austin Rivers,PG/SG,20181124,3200.0,0,WAS,31.5,9.84375,1,WAS,124,NOP,114,26.98,8,11,0.727,1,4,0.25,1,1,1.0,0,2,2,2,2,2,1,1,18,0,0,19.4,103.0,140.0,9.7,7.6,0.0,6.0,8.0,3.3,0.773
Tomas Satoransky,PG/SG,20181124,3500.0,0,WAS,8.25,2.357142857142857,1,WAS,124,NOP,114,15.03,1,3,0.333,0,1,0.0,0,0,0.0,1,2,3,1,1,0,2,0,2,0,0,14.0,108.0,63.0,6.7,13.6,7.8,0.0,40.0,3.0,0.33299999999999996
Otto Porter,SF/PF,20181124,5500.0,1,WAS,48.75,8.863636363636363,1,WAS,124,NOP,114,31.5,12,15,0.8,3,4,0.75,2,3,0.667,2,5,7,4,2,0,1,2,29,0,0,23.1,108.0,165.0,18.6,16.2,7.4,0.0,5.8,2.8,0.9
Markieff Morris,SF/PF,20181124,4500.0,0,WAS,33.25,7.388888888888889,1,WAS,124,NOP,114,27.68,6,12,0.5,2,6,0.333,1,2,0.5,1,8,9,0,2,1,0,5,15,0,0,19.6,102.0,115.0,0.0,29.5,4.2,2.9,0.0,3.2,0.583
Kelly Oubre,SG/SF,20181124,4400.0,1,WAS,29.0,6.59090909090909,1,WAS,124,NOP,114,22.83,5,11,0.455,2,5,0.4,0,0,0.0,0,4,4,1,3,2,1,1,12,0,0,22.1,94.0,97.0,5.2,17.9,0.0,7.1,8.3,5.9,0.545
Jeff Green,SF/PF,20181124,4300.0,0,WAS,14.5,3.372093023255814,1,WAS,124,NOP,114,20.52,2,5,0.4,0,1,0.0,0,0,0.0,0,4,4,4,0,0,1,2,4,0,0,12.3,113.0,94.0,20.2,19.9,0.0,0.0,16.7,0.0,0.4
Thomas Bryant,C,20181124,3400.0,1,WAS,12.25,3.6029411764705883,1,WAS,124,NOP,114,16.48,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,2,0,1,1,1,4,0,0,7.7,109.0,137.0,12.9,18.6,0.0,4.9,33.3,0.0,1.0
Ian Mahinmi,C,20181124,3100.0,0,WAS,0.0,0.0,1,WAS,124,NOP,114,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
