Name,Pos,Date,Salary,Starter,Team,FPTS,Value,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,DD,TD,USG_perc,DRtg,ORtg,AST_perc,DRB_perc,ORB_perc,BLK_perc,TOV_perc,STL_perc,eFG_perc
Eric Bledsoe,PG,20190204,6900.0,1,MIL,38.75,5.615942028985507,0,MIL,113,BRK,94,26.83,6,16,0.375,1,7,0.14300000000000002,2,2,1.0,0,3,3,5,5,1,0,3,15,0,0,25.0,79.0,107.0,27.7,8.9,0.0,3.0,0.0,8.5,0.406
Malcolm Brogdon,PG/SG,20190204,5700.0,1,MIL,30.5,5.350877192982456,0,MIL,113,BRK,94,25.93,7,16,0.438,2,7,0.28600000000000003,0,0,0.0,2,6,8,1,1,0,0,3,16,0,0,24.5,89.0,109.0,6.2,18.5,6.7,0.0,0.0,1.8,0.5
George Hill,PG/SG,20190204,3500.0,0,MIL,15.75,4.5,0,MIL,113,BRK,94,16.8,1,3,0.333,1,3,0.333,2,2,1.0,0,3,3,3,1,0,0,0,5,0,0,9.2,90.0,157.0,21.4,14.3,0.0,0.0,0.0,2.7,0.5
Giannis Antetokounmpo,SF/PF,20190204,10900.0,1,MIL,67.75,6.215596330275229,0,MIL,113,BRK,94,31.72,12,19,0.632,0,2,0.0,6,8,0.75,2,13,15,9,0,3,4,2,30,1,0,33.2,82.0,124.0,54.8,32.8,5.5,7.6,15.1,0.0,0.632
Khris Middleton,SG/SF,20190204,6400.0,1,MIL,29.0,4.53125,0,MIL,113,BRK,94,24.68,4,12,0.333,0,2,0.0,4,4,1.0,1,7,8,4,0,1,2,1,12,0,0,25.3,89.0,95.0,22.1,22.7,3.5,3.2,12.7,0.0,0.33299999999999996
Sterling Brown,SG/SF,20190204,3200.0,0,MIL,8.0,2.5,0,MIL,113,BRK,94,16.2,1,3,0.333,0,2,0.0,0,0,0.0,1,1,2,1,1,0,0,0,2,0,0,7.3,94.0,100.0,7.4,4.9,5.4,0.0,0.0,2.8,0.33299999999999996
Pat Connaughton,SG/SF,20190204,3200.0,0,MIL,7.75,2.421875,0,MIL,113,BRK,94,8.53,2,4,0.5,1,1,1.0,0,0,0.0,1,0,1,1,0,0,1,1,5,0,0,23.2,103.0,107.0,17.7,0.0,10.2,0.0,20.0,0.0,0.625
Tony Snell,SG/SF,20190204,3500.0,0,MIL,7.0,2.0,0,MIL,113,BRK,94,21.63,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,2,5,0,0,7.3,103.0,132.0,5.8,0.0,0.0,0.0,0.0,0.0,0.625
Brook Lopez,C,20190204,5400.0,1,MIL,21.75,4.027777777777778,0,MIL,113,BRK,94,21.93,3,7,0.429,2,5,0.4,0,0,0.0,1,4,5,2,1,1,1,1,8,0,0,14.5,89.0,110.0,12.0,14.6,4.0,3.6,12.5,2.1,0.5710000000000001
Ersan Ilyasova,PF/C,20190204,3100.0,0,MIL,16.25,5.241935483870968,0,MIL,113,BRK,94,19.55,2,8,0.25,0,2,0.0,0,0,0.0,7,2,9,1,0,0,1,3,4,0,0,18.3,98.0,90.0,6.4,8.2,31.2,0.0,11.1,0.0,0.25
D.J. Wilson,PF/C,20190204,3500.0,0,MIL,15.5,4.428571428571429,0,MIL,113,BRK,94,22.8,2,8,0.25,2,6,0.333,0,4,0.0,0,4,4,1,0,1,0,4,6,0,0,17.0,94.0,68.0,5.4,14.0,0.0,3.5,0.0,0.0,0.375
Christian Wood,PF/C,20190204,3000.0,0,MIL,6.25,2.0833333333333335,0,MIL,113,BRK,94,3.38,1,1,1.0,0,0,0.0,3,5,0.6,0,1,1,0,0,0,0,0,5,0,0,37.5,91.0,158.0,0.0,23.6,0.0,0.0,0.0,0.0,1.0
Thon Maker,PF/C,20190204,3100.0,0,MIL,0.0,0.0,0,MIL,113,BRK,94,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,PG/SG,20190204,8700.0,1,NOP,50.5,5.804597701149426,1,IND,109,NOP,107,39.1,6,15,0.4,0,7,0.0,7,9,0.778,3,9,12,9,1,1,5,0,19,1,0,25.2,107.0,102.0,34.9,22.1,7.7,1.9,20.9,1.2,0.4
Ian Clark,PG/SG,20190204,3000.0,0,NOP,24.75,8.25,1,IND,109,NOP,107,28.35,7,15,0.467,2,7,0.28600000000000003,2,2,1.0,1,0,1,4,0,0,3,5,18,0,0,27.4,115.0,104.0,24.9,0.0,3.5,0.0,15.9,0.0,0.5329999999999999
Frank Jackson,PG/SG,20190204,3700.0,1,NOP,10.5,2.8378378378378377,1,IND,109,NOP,107,22.93,2,7,0.28600000000000003,1,3,0.333,0,0,0.0,0,2,2,2,0,0,1,0,5,0,0,14.4,114.0,77.0,12.0,8.4,0.0,0.0,12.5,0.0,0.35700000000000004
Tim Frazier,PG,20190204,3900.0,0,NOP,8.75,2.2435897435897436,1,IND,109,NOP,107,17.5,0,3,0.0,0,2,0.0,2,2,1.0,0,1,1,3,1,0,2,1,2,0,0,13.8,108.0,61.0,21.1,5.5,0.0,0.0,34.0,2.7,0.0
Elfrid Payton,PG,20190204,5300.0,0,NOP,0.0,0.0,1,IND,109,NOP,107,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenrich Williams,SG/SF,20190204,4300.0,1,NOP,32.0,7.441860465116279,1,IND,109,NOP,107,34.52,3,13,0.231,2,8,0.25,0,0,0.0,2,6,8,5,2,1,1,3,8,0,0,16.7,104.0,85.0,20.0,16.7,5.8,2.2,7.1,2.8,0.308
Darius Miller,SF/PF,20190204,4800.0,1,NOP,25.0,5.208333333333334,1,IND,109,NOP,107,36.7,5,13,0.385,4,11,0.364,2,3,0.667,1,3,4,2,0,0,2,3,16,0,0,18.3,114.0,105.0,8.1,7.8,2.7,0.0,12.3,0.0,0.5379999999999999
Solomon Hill,SF/PF,20190204,3300.0,0,NOP,3.25,0.9848484848484849,1,IND,109,NOP,107,5.47,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,0,2,0,0,6.6,115.0,242.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0
Wesley Johnson,SF/PF,20190204,3000.0,0,NOP,0.0,0.0,1,IND,109,NOP,107,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahlil Okafor,C,20190204,7100.0,1,NOP,47.75,6.725352112676057,1,IND,109,NOP,107,33.13,11,16,0.688,0,0,0.0,3,3,1.0,2,11,13,1,1,1,1,5,25,1,0,22.8,103.0,139.0,6.3,31.9,6.0,2.3,5.5,1.4,0.688
Cheick Diallo,PF/C,20190204,3200.0,0,NOP,33.25,10.390625,1,IND,109,NOP,107,22.3,5,8,0.625,0,0,0.0,2,3,0.667,3,10,13,0,1,1,1,2,12,1,0,19.1,98.0,124.0,0.0,43.0,13.5,3.4,9.7,2.1,0.625
Devin Booker,PG/SG,20190204,9000.0,1,PHO,35.25,3.9166666666666665,1,HOU,118,PHO,110,32.63,7,12,0.583,0,2,0.0,5,7,0.7140000000000001,2,5,7,5,0,0,0,4,19,0,0,20.4,126.0,144.0,21.2,17.9,7.4,0.0,0.0,0.0,0.583
Jamal Crawford,PG/SG,20190204,3500.0,0,PHO,26.0,7.428571428571429,1,HOU,118,PHO,110,30.35,3,7,0.429,2,6,0.333,0,0,0.0,0,4,4,9,0,0,3,2,8,0,0,14.5,126.0,107.0,35.4,15.4,0.0,0.0,30.0,0.0,0.5710000000000001
Elie Okobo,PG,20190204,3500.0,1,PHO,9.0,2.5714285714285716,1,HOU,118,PHO,110,18.27,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,3,1,0,4,1,2,0,0,16.9,121.0,48.0,18.6,12.8,0.0,0.0,57.1,2.7,0.33299999999999996
Jawun Evans,PG,20190204,3000.0,0,PHO,0.0,0.0,1,HOU,118,PHO,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Daniels,SG,20190204,3100.0,0,PHO,0.0,0.0,1,HOU,118,PHO,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Oubre,SG/SF,20190204,5800.0,0,PHO,38.25,6.594827586206897,1,HOU,118,PHO,110,35.95,9,13,0.6920000000000001,3,4,0.75,2,3,0.667,1,2,3,2,3,1,2,3,23,0,0,20.0,118.0,136.0,8.1,6.5,3.3,2.9,12.3,4.1,0.8079999999999999
Josh Jackson,SF/PF,20190204,5700.0,1,PHO,35.25,6.184210526315789,1,HOU,118,PHO,110,36.9,11,23,0.478,1,5,0.2,2,2,1.0,3,2,5,2,1,0,3,2,25,0,0,32.1,126.0,101.0,8.5,6.3,9.8,0.0,11.2,1.3,0.5
Mikal Bridges,SG/SF,20190204,4400.0,1,PHO,24.5,5.5681818181818175,1,HOU,118,PHO,110,38.1,3,9,0.333,1,6,0.16699999999999998,0,0,0.0,2,2,4,5,3,0,3,3,7,0,0,13.9,120.0,85.0,15.3,6.1,6.3,0.0,25.0,3.9,0.389
Deandre Ayton,C,20190204,6800.0,1,PHO,35.75,5.257352941176471,1,HOU,118,PHO,110,34.05,7,11,0.636,0,1,0.0,1,1,1.0,1,10,11,3,1,0,2,2,15,1,0,17.4,118.0,117.0,12.0,34.4,3.5,0.0,14.9,1.5,0.636
Richaun Holmes,PF/C,20190204,5000.0,0,PHO,13.5,2.7,1,HOU,118,PHO,110,13.75,4,6,0.667,0,0,0.0,3,5,0.6,0,2,2,0,0,0,0,3,11,0,0,26.3,125.0,134.0,0.0,17.0,0.0,0.0,0.0,0.0,0.667
Dragan Bender,PF/C,20190204,3600.0,0,PHO,0.0,0.0,1,HOU,118,PHO,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Anderson,PF/C,20190204,3100.0,0,PHO,0.0,0.0,1,HOU,118,PHO,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanuel Terry,C,20190204,3000.0,0,PHO,0.0,0.0,1,HOU,118,PHO,110,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De'Aaron Fox,PG,20190204,7300.0,1,SAC,40.5,5.5479452054794525,1,SAC,127,SAS,112,31.03,9,12,0.75,1,1,1.0,1,3,0.333,1,5,6,6,1,1,1,1,20,0,0,20.5,112.0,150.0,25.7,14.1,4.0,2.3,7.0,1.6,0.792
Yogi Ferrell,PG/SG,20190204,3400.0,0,SAC,24.0,7.0588235294117645,1,SAC,127,SAS,112,16.97,7,7,1.0,4,4,1.0,1,2,0.5,0,0,0,2,0,0,0,0,19,0,0,20.6,123.0,234.0,18.7,0.0,0.0,0.0,0.0,0.0,1.286
Buddy Hield,SG/SF,20190204,6700.0,1,SAC,36.5,5.447761194029851,1,SAC,127,SAS,112,34.62,5,12,0.417,3,8,0.375,5,6,0.833,1,7,8,5,0,0,1,2,18,0,0,20.1,116.0,133.0,16.1,17.6,3.6,0.0,6.4,0.0,0.542
Iman Shumpert,SG/SF,20190204,3800.0,1,SAC,32.5,8.552631578947368,1,SAC,127,SAS,112,34.5,5,8,0.625,3,5,0.6,0,0,0.0,0,6,6,6,0,1,1,2,13,0,0,11.6,116.0,155.0,19.4,15.2,0.0,2.1,11.1,0.0,0.813
Bogdan Bogdanovic,SG/SF,20190204,5600.0,0,SAC,13.0,2.3214285714285716,1,SAC,127,SAS,112,20.5,3,10,0.3,0,4,0.0,0,0,0.0,0,2,2,2,1,0,1,0,6,0,0,23.8,115.0,68.0,10.9,8.5,0.0,0.0,9.1,2.4,0.3
Nemanja Bjelica,PF,20190204,4200.0,1,SAC,12.25,2.9166666666666665,1,SAC,127,SAS,112,21.35,3,7,0.429,1,5,0.2,0,0,0.0,0,3,3,0,1,0,2,3,7,0,0,18.7,113.0,74.0,0.0,12.3,0.0,0.0,22.2,2.3,0.5
Justin Jackson,SF/PF,20190204,3300.0,0,SAC,1.25,0.3787878787878788,1,SAC,127,SAS,112,7.6,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,11.7,119.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0
Marvin Bagley,PF/C,20190204,5500.0,0,SAC,55.0,10.0,1,SAC,127,SAS,112,30.62,10,17,0.588,1,4,0.25,3,4,0.75,4,8,12,4,1,3,0,0,24,1,0,27.2,105.0,146.0,18.3,22.8,16.1,7.1,0.0,1.6,0.618
Harry Giles,PF/C,20190204,3600.0,0,SAC,17.5,4.861111111111111,1,SAC,127,SAS,112,14.82,5,8,0.625,0,0,0.0,1,2,0.5,0,6,6,0,0,0,2,5,11,0,0,32.6,109.0,94.0,0.0,35.3,0.0,0.0,18.4,0.0,0.625
Willie Cauley-Stein,C,20190204,5800.0,1,SAC,17.5,3.0172413793103448,1,SAC,127,SAS,112,28.0,3,7,0.429,0,0,0.0,3,6,0.5,2,2,4,1,1,0,0,5,9,0,0,15.3,117.0,115.0,3.8,6.2,8.8,0.0,0.0,1.7,0.429
Kosta Koufos,C,20190204,3000.0,0,SAC,0.0,0.0,1,SAC,127,SAS,112,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skal Labissiere,PF/C,20190204,3000.0,0,SAC,0.0,0.0,1,SAC,127,SAS,112,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,PG/SG,20190204,4000.0,1,SAS,23.25,5.8125,0,SAC,127,SAS,112,32.23,5,12,0.417,2,7,0.28600000000000003,0,0,0.0,2,5,7,0,1,0,1,2,12,0,0,16.8,129.0,103.0,0.0,19.1,5.4,0.0,7.7,1.5,0.5
Patty Mills,PG/SG,20190204,4100.0,0,SAS,21.25,5.182926829268293,0,SAC,127,SAS,112,24.53,5,15,0.333,2,8,0.25,0,0,0.0,2,1,3,2,1,0,1,5,12,0,0,27.2,129.0,92.0,12.1,5.0,7.1,0.0,6.3,2.0,0.4
Lonnie Walker,PG/SG,20190204,3000.0,0,SAS,0.0,0.0,0,SAC,127,SAS,112,1.95,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,SG/SF,20190204,7500.0,1,SAS,38.5,5.133333333333334,0,SAC,127,SAS,112,33.22,10,15,0.667,0,0,0.0,4,6,0.667,1,3,4,4,1,1,1,2,24,0,0,23.4,128.0,139.0,21.0,11.1,2.6,2.5,5.4,1.5,0.667
Davis Bertans,SF/PF,20190204,4100.0,1,SAS,27.5,6.707317073170732,0,SAC,127,SAS,112,33.77,4,11,0.364,3,6,0.5,0,0,0.0,1,7,8,2,1,0,0,2,11,0,0,13.6,128.0,118.0,7.8,25.5,2.6,0.0,0.0,1.4,0.5
Rudy Gay,SF/PF,20190204,5900.0,1,SAS,25.25,4.279661016949152,0,SAC,127,SAS,112,25.97,5,14,0.35700000000000004,0,1,0.0,1,1,1.0,1,4,5,3,1,1,1,2,11,0,0,24.8,126.0,89.0,16.9,19.0,3.4,3.2,6.5,1.9,0.35700000000000004
Marco Belinelli,SG/SF,20190204,3900.0,0,SAS,14.25,3.6538461538461537,0,SAC,127,SAS,112,24.37,2,9,0.222,1,7,0.14300000000000002,2,2,1.0,0,1,1,4,0,0,1,0,7,0,0,18.6,135.0,87.0,20.7,5.1,0.0,0.0,9.2,0.0,0.278
Dante Cunningham,SF/PF,20190204,3000.0,0,SAS,6.5,2.1666666666666665,0,SAC,127,SAS,112,6.6,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,2,0,0,0,0,3,0,0,6.3,136.0,272.0,41.9,0.0,0.0,0.0,0.0,0.0,1.5
Quincy Pondexter,SF,20190204,3000.0,0,SAS,1.25,0.4166666666666667,0,SAC,127,SAS,112,1.22,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0.0,121.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,PF/C,20190204,8000.0,1,SAS,38.25,4.78125,0,SAC,127,SAS,112,32.75,6,13,0.462,0,2,0.0,10,10,1.0,4,5,9,1,1,1,1,4,22,0,0,23.4,127.0,138.0,4.4,18.8,10.7,2.5,5.4,1.5,0.462
Jakob Poeltl,C,20190204,3200.0,0,SAS,14.5,4.53125,0,SAC,127,SAS,112,15.78,4,6,0.667,0,0,0.0,0,0,0.0,4,2,6,0,0,0,2,0,8,0,0,21.1,133.0,113.0,0.0,15.6,22.1,0.0,25.0,0.0,0.667
Pau Gasol,C,20190204,3200.0,0,SAS,3.25,1.015625,0,SAC,127,SAS,112,6.4,0,1,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,3,2,0,0,12.2,129.0,127.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0
Chimezie Metu,PF/C,20190204,3000.0,0,SAS,1.25,0.4166666666666667,0,SAC,127,SAS,112,1.22,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,34.2,121.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,SG,20190204,9100.0,1,WAS,44.5,4.8901098901098905,1,ATL,137,WAS,129,35.85,11,24,0.458,4,9,0.444,1,2,0.5,4,2,6,6,0,0,2,4,27,0,0,30.6,144.0,116.0,24.1,6.5,10.9,0.0,7.4,0.0,0.542
Tomas Satoransky,PG/SF,20190204,5600.0,1,WAS,36.5,6.517857142857143,1,ATL,137,WAS,129,28.68,3,4,0.75,1,1,1.0,4,6,0.667,4,4,8,9,0,1,1,3,11,0,0,10.9,139.0,173.0,35.0,16.3,13.7,3.3,13.1,0.0,0.875
Jordan McRae,PG/SG,20190204,3100.0,0,WAS,36.25,11.693548387096774,1,ATL,137,WAS,129,25.72,8,11,0.727,2,3,0.667,2,3,0.667,1,4,5,1,2,2,1,1,20,0,0,21.1,127.0,144.0,5.6,18.2,3.8,7.3,7.5,3.7,0.818
Chasson Randle,PG/SG,20190204,3300.0,0,WAS,4.5,1.3636363636363638,1,ATL,137,WAS,129,7.07,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,3,0,0,0,2,0,0,0,5.8,146.0,117.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0
John Jenkins,PG/SG,20190204,3000.0,0,WAS,0.0,0.0,1,ATL,137,WAS,129,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Green,SF/PF,20190204,4900.0,0,WAS,42.75,8.724489795918366,1,ATL,137,WAS,129,36.27,9,19,0.474,2,9,0.222,6,6,1.0,0,5,5,5,0,1,0,1,26,0,0,24.3,139.0,134.0,18.3,16.1,0.0,2.6,0.0,0.0,0.526
Trevor Ariza,SF/PF,20190204,5700.0,1,WAS,42.0,7.368421052631579,1,ATL,137,WAS,129,42.87,9,19,0.474,3,11,0.273,4,5,0.8,1,3,4,5,1,1,2,3,25,0,0,22.1,139.0,119.0,14.8,8.2,2.3,2.2,8.6,1.1,0.5529999999999999
Otto Porter,SF/PF,20190204,5900.0,1,WAS,31.5,5.338983050847458,1,ATL,137,WAS,129,38.2,5,13,0.385,0,4,0.0,3,6,0.5,2,6,8,2,1,2,1,4,13,0,0,17.8,134.0,95.0,6.0,18.4,5.1,4.9,6.0,1.3,0.385
Sam Dekker,SF/PF,20190204,3300.0,0,WAS,1.5,0.4545454545454546,1,ATL,137,WAS,129,5.13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,146.0,225.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Bryant,PF/C,20190204,5000.0,1,WAS,10.75,2.15,1,ATL,137,WAS,129,11.73,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,2,0,1,0,1,2,0,0,10.4,135.0,115.0,18.6,20.0,8.3,8.0,0.0,0.0,0.33299999999999996
Ian Mahinmi,C,20190204,3200.0,0,WAS,7.75,2.421875,1,ATL,137,WAS,129,8.48,2,3,0.667,0,0,0.0,1,1,1.0,0,1,1,0,1,0,1,1,5,0,0,21.3,127.0,103.0,0.0,13.8,0.0,0.0,22.5,5.6,0.667
Marcus Smart,PG/SG,20190205,5300.0,1,BOS,32.25,6.084905660377359,0,BOS,103,CLE,96,31.57,6,10,0.6,4,5,0.8,1,1,1.0,1,4,5,4,1,0,2,3,17,0,0,18.7,108.0,133.0,19.7,12.4,3.8,0.0,16.1,1.6,0.8
Terry Rozier,PG/SG,20190205,6700.0,1,BOS,24.25,3.6194029850746268,0,BOS,103,CLE,96,32.2,3,9,0.333,2,5,0.4,0,0,0.0,0,5,5,4,2,0,2,4,8,0,0,16.2,104.0,85.0,16.8,15.2,0.0,0.0,18.2,3.2,0.444
Brad Wanamaker,PG/SG,20190205,3100.0,0,BOS,11.0,3.5483870967741935,0,BOS,103,CLE,96,17.65,3,5,0.6,0,2,0.0,1,1,1.0,0,2,2,1,0,0,0,1,7,0,0,14.6,113.0,133.0,8.5,11.1,0.0,0.0,0.0,0.0,0.6
PJ Dozier,PG/SG,20190205,3000.0,0,BOS,0.0,0.0,0,BOS,103,CLE,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Tatum,SF/PF,20190205,5800.0,1,BOS,44.75,7.7155172413793105,0,BOS,103,CLE,96,34.3,6,13,0.462,1,3,0.333,12,12,1.0,1,6,7,2,1,3,1,0,25,0,0,26.7,102.0,140.0,8.9,17.1,3.5,6.7,5.2,1.5,0.5
Gordon Hayward,SF/PF,20190205,5000.0,0,BOS,36.0,7.2,0,BOS,103,CLE,96,30.6,9,14,0.643,0,3,0.0,0,0,0.0,0,6,6,5,1,1,2,0,18,0,0,24.8,104.0,116.0,30.3,19.2,0.0,2.5,12.5,1.7,0.643
Jaylen Brown,SG/SF,20190205,4900.0,1,BOS,25.25,5.153061224489796,0,BOS,103,CLE,96,28.53,6,19,0.316,1,4,0.25,0,0,0.0,4,3,7,0,2,0,2,2,13,0,0,34.9,105.0,73.0,0.0,10.3,16.8,0.0,9.5,3.6,0.342
Semi Ojeleye,SF/PF,20190205,3000.0,0,BOS,9.75,3.25,0,BOS,103,CLE,96,17.15,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,2,1,1,2,0,0,0,2.8,99.0,75.0,14.0,5.7,0.0,4.4,100.0,6.1,0.0
Marcus Morris,SF/PF,20190205,5400.0,0,BOS,0.0,0.0,0,BOS,103,CLE,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Horford,PF/C,20190205,6600.0,1,BOS,34.0,5.151515151515151,0,BOS,103,CLE,96,29.9,4,9,0.444,1,4,0.25,0,0,0.0,2,4,6,8,0,3,2,2,9,0,0,17.5,107.0,113.0,38.2,13.1,8.0,7.6,18.2,0.0,0.5
Daniel Theis,PF/C,20190205,3500.0,0,BOS,19.75,5.642857142857143,0,BOS,103,CLE,96,18.1,3,3,1.0,0,0,0.0,0,0,0.0,0,3,3,3,1,2,1,0,6,0,0,10.5,99.0,149.0,24.8,16.2,0.0,8.4,25.0,2.9,1.0
Guerschon Yabusele,PF/C,20190205,3000.0,0,BOS,0.0,0.0,0,BOS,103,CLE,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kemba Walker,PG,20190205,8700.0,1,CHO,60.25,6.92528735632184,1,LAC,117,CHO,115,38.77,11,23,0.478,5,10,0.5,5,5,1.0,1,4,5,9,3,0,0,1,32,0,0,28.5,121.0,145.0,43.9,12.1,2.4,0.0,0.0,3.9,0.5870000000000001
Malik Monk,PG/SG,20190205,3800.0,0,CHO,13.5,3.5526315789473686,1,LAC,117,CHO,115,14.48,4,11,0.364,3,8,0.375,1,2,0.5,0,0,0,0,0,0,0,2,12,0,0,36.0,133.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Tony Parker,PG,20190205,3400.0,0,CHO,6.75,1.9852941176470589,1,LAC,117,CHO,115,9.23,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,1,4,0,0,23.8,130.0,93.0,18.2,12.7,0.0,0.0,0.0,0.0,0.4
Devonte' Graham,PG/SG,20190205,3200.0,0,CHO,0.0,0.0,1,LAC,117,CHO,115,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lamb,SG/SF,20190205,5800.0,1,CHO,35.0,6.0344827586206895,1,LAC,117,CHO,115,26.98,9,17,0.529,1,4,0.25,3,3,1.0,0,4,4,1,3,0,0,1,22,0,0,29.8,116.0,124.0,7.7,17.4,0.0,0.0,0.0,5.6,0.5589999999999999
Marvin Williams,SF/PF,20190205,4900.0,1,CHO,32.75,6.683673469387754,1,LAC,117,CHO,115,34.9,4,15,0.267,3,12,0.25,2,2,1.0,1,6,7,1,0,4,0,0,13,0,0,20.0,120.0,94.0,4.1,20.1,2.7,8.7,0.0,0.0,0.36700000000000005
Nicolas Batum,SG/SF,20190205,5100.0,1,CHO,21.5,4.215686274509804,1,LAC,117,CHO,115,40.3,4,9,0.444,1,3,0.333,0,0,0.0,2,4,6,2,0,1,1,3,9,0,0,10.9,129.0,108.0,7.0,11.6,4.7,1.9,10.0,0.0,0.5
Miles Bridges,SF/PF,20190205,3600.0,0,CHO,14.5,4.027777777777778,1,LAC,117,CHO,115,18.87,2,8,0.25,2,3,0.667,2,2,1.0,0,2,2,1,0,1,1,2,8,0,0,23.0,126.0,90.0,7.5,12.4,0.0,4.0,10.1,0.0,0.375
Michael Kidd-Gilchrist,SF/PF,20190205,3600.0,0,CHO,9.0,2.5,1,LAC,117,CHO,115,19.47,0,1,0.0,0,1,0.0,2,2,1.0,0,2,2,1,1,1,2,4,2,0,0,8.7,120.0,64.0,6.3,12.0,0.0,3.9,51.5,2.6,0.0
Cody Zeller,C,20190205,4000.0,0,CHO,26.25,6.5625,1,LAC,117,CHO,115,22.72,1,2,0.5,0,0,0.0,4,7,0.5710000000000001,5,6,11,2,1,1,1,5,6,0,0,11.7,118.0,141.0,11.5,30.9,20.7,3.4,16.4,2.2,0.5
